Animal Name;Animal Type;Skin;Age;
*PINEAPPLE;CAT;BRN TABBY;6;;;;;;;
*DIZASSTER;CAT;BRN TABBY;6;;;;;;;
*CLEO;CAT;BLACK;7;;;;;;;
*CROCS;CAT;CALICO;0;;;;;;;
MURPHY;DOG;TAN;9;;;;;;;
*SABER;DOG;GRAY;5;;;;;;;
*MERCURY;CAT;BLACK;0;;;;;;;
;BIRD;GRAY;8;;;;;;;
;BIRD;BLACK;3;;;;;;;
;OTHER;GRAY;123;;;;;;;
;OTHER;GRAY;123;;;;;;;
PEARL;DOG;WHITE;10;;;;;;;
*ROLLO;CAT;TORTIE;9;;;;;;;
*FREELOADER;CAT;GRAY;2;;;;;;;
SOMRETH;DOG;BLACK;18;;;;;;;
DROGO;DOG;TAN;9;;;;;;;
*LUV;DOG;BLUE;0;;;;;;;
LUCA;DOG;BROWN;2;;;;;;;
STONEY;DOG;GRAY;3;;;;;;;
KITTY RAY;CAT;BROWN;9;;;;;;;
*PAWLA ABDUL;DOG;GRAY;1;;;;;;;
GREYSON;CAT;GRAY TIGER;3;;;;;;;
*JIM BEAM;RABBIT;BLACK;0;;;;;;;
*TULIP;RABBIT;WHITE;0;;;;;;;
SNOW FLAKE;DOG;WHITE;15;;;;;;;
ZUES;DOG;BLACK;1;;;;;;;
COLORADO;DOG;BROWN;3;;;;;;;
*DEAD;CAT;BLACK;3;;;;;;;
*ROY;CAT;BLACK;1;;;;;;;
WILLIE;DOG;BLACK;1;;;;;;;
*GUMBA;CAT;GRAY;0;;;;;;;
*PRINCESS PEACH;CAT;SEAL PT;1;;;;;;;
*DOSE;CAT;BLACK;7;;;;;;;
TUSKO;DOG;BROWN;5;;;;;;;
*POPPY(ZIGGY);DOG;TAN;10;;;;;;;
*HORSERADISH;CAT;GRAY;3;;;;;;;
NANA;DOG;WHITE;7;;;;;;;
*OLIMAR;CAT;BRN TABBY;9;;;;;;;
*ALEX;CAT;BLACK;10;;;;;;;
*AUGUST;CAT;BRN TABBY;7;;;;;;;
*RALPHIE;DOG;BROWN;2;;;;;;;
*BEAUREGARD;DOG;BLUE;7;;;;;;;
PERSEPHONE;CAT;BLUE PT;2;;;;;;;
KARA;DOG;BLACK;10;;;;;;;
WOODY;DOG;WHITE;14;;;;;;;
CLOVER;DOG;TAN;8;;;;;;;
BERNIE MAC;DOG;BLACK;5;;;;;;;
LEAH;DOG;TAN;6;;;;;;;
*LIZBETH;CAT;GRAY TABBY;5;;;;;;;
LEXIE;DOG;WHITE;14;;;;;;;
*KODA;CAT;RD LYNX PT;2;;;;;;;
*JEFFREY;DOG;BROWN;8;;;;;;;
*MAYFLOWER;CAT;BLACK;7;;;;;;;
PLUM;CAT;BRN TABBY;2;;;;;;;
*SURI;CAT;BLACK;0;;;;;;;
TUTH;CAT;WHITE;1;;;;;;;
*DALLAS;CAT;WHITE;1;;;;;;;
KATOU;DOG;BROWN;11;;;;;;;
RHYTHM;CAT;BLACK;6;;;;;;;
*TAMMY;DOG;WHITE;8;;;;;;;
*TRITON;DOG;BLACK;7;;;;;;;
*PRECIOUS;CAT;WHITE;0;;;;;;;
LOKI;DOG;BLACK;8;;;;;;;
RED;CAT;BLACK;3;;;;;;;
ZUZU;DOG;BR BRINDLE;2;;;;;;;
*LENNY;DOG;WHITE;8;;;;;;;
*REMIEL;CAT;BLACK;1;;;;;;;
*RAPHAEL;CAT;GRAY;1;;;;;;;
*SZECHUAN;CAT;BLACK;3;;;;;;;
*HAMLET;DOG;TRICOLOR;8;;;;;;;
*SUPER DUPER;CAT;WHITE;4;;;;;;;
JAX;DOG;BROWN;7;;;;;;;
*RAINE;CAT;BLACK;2;;;;;;;
*LYDIA;CAT;SLVR TABBY;2;;;;;;;
MACE;DOG;WHITE;5;;;;;;;
*CHASE;CAT;SLVR TABBY;2;;;;;;;
*KATIE;CAT;BLK SMOKE;2;;;;;;;
*PONCHO;CAT;GRAY;2;;;;;;;
*PENNY;DOG;WHITE;1;;;;;;;
*DESI;CAT;WHITE;7;;;;;;;
*GUMDROP;DOG;WHITE;0;;;;;;;
*;CAT;BLACK;3;;;;;;;
*ANNIE LYNN;CAT;BLACK;6;;;;;;;
*KESHA;CAT;CALICO;0;;;;;;;
*BUTTERS;CAT;BRN TABBY;0;;;;;;;
*PRINCESS CALYPSO;CAT;WHITE;0;;;;;;;
*BRANDON;CAT;ORANGE;0;;;;;;;
*LIL BROTHER;CAT;WHITE;0;;;;;;;
*TWIRLY GIRL;CAT;CALICO;0;;;;;;;
*SHERWIN;CAT;WHITE;1;;;;;;;
YODA;CAT;WHITE;9;;;;;;;
*DOUG;RABBIT;TAN;8;;;;;;;
*BLOSSOM;CAT;BLACK;2;;;;;;;
*SLUGSWORTH;CAT;BLACK;11;;;;;;;
*WINTER;CAT;TRICOLOR;4;;;;;;;
BOSSI;DOG;GRAY;18;;;;;;;
*JAR JAR BINKS;CAT;GRAY;4;;;;;;;
*TABA;DOG;BLACK;5;;;;;;;
*PRANCER;CAT;BRN TABBY;4;;;;;;;
*TINSEL;CAT;GRAY TABBY;4;;;;;;;
*DANCER;CAT;BRN TABBY;4;;;;;;;
*NORI;DOG;BLACK;0;;;;;;;
DOG #3 CASPER;DOG;BLONDE;4;;;;;;;
*PRINCE HUMPERDINK;CAT;BLACK;1;;;;;;;
*ARIEL;CAT;GRAY TABBY;5;;;;;;;
ZORRA;DOG;WHITE;24;;;;;;;
JAX;DOG;BLACK;8;;;;;;;
*NADIA;DOG;BROWN;4;;;;;;;
CUKO;CAT;BLACK;7;;;;;;;
*BEAU;CAT;BLACK;0;;;;;;;
*ADRIAN;CAT;GRAY;5;;;;;;;
*NOODLE;CAT;ORANGE;1;;;;;;;
PINGA;CAT;GRAY;22;;;;;;;
*RAINBOW;CAT;BLACK;1;;;;;;;
*LEVI;DOG;WHITE;11;;;;;;;
*ORI KITTEN 2;CAT;BLACK;0;;;;;;;
SHADOW;DOG;BLACK;10;;;;;;;
*JORDAN;CAT;BLACK;11;;;;;;;
BLUE;CAT;GRAY TABBY;2;;;;;;;
*GEORGE;CAT;BLACK;2;;;;;;;
ZINDA;CAT;BLACK;14;;;;;;;
COCO;DOG;BROWN;4;;;;;;;
KOOPER;DOG;BLACK;6;;;;;;;
WILSON;CAT;GRAY TABBY;4;;;;;;;
*ILEENE;CAT;BLACK;4;;;;;;;
*CIRA;CAT;CALICO;3;;;;;;;
EVE;DOG;TAN;3;;;;;;;
FAUNA;GUINEA PIG;BLACK;6;;;;;;;
SMURFY;CAT;WHITE;3;;;;;;;
PODER JR;DOG;TAN;2;;;;;;;
CHAP JAE;CAT;TAN;5;;;;;;;
TERRI;DOG;TAN;5;;;;;;;
MITTY BASTIAN;CAT;BLACK;4;;;;;;;
*PIGLET;CAT;CALICO DIL;5;;;;;;;
*HENRY;DOG;BROWN;9;;;;;;;
HARLEY;DOG;BLACK;5;;;;;;;
;CAT;ORG TABBY;5;;;;;;;
;CAT;BRN TABBY;5;;;;;;;
*TORTA;CAT;TORTIE;0;;;;;;;
*MAGIC;CAT;BLACK;4;;;;;;;
*GIGI;DOG;WHITE;7;;;;;;;
A628499*SALT;CAT;BRN TABBY;6;;;;;;;
A628496*STACIA;CAT;BRN TABBY;5;;;;;;;
A628495*JELLY;CAT;BRN TABBY;5;;;;;;;
BAILEY;DOG;BLACK;7;;;;;;;
CUDDLES;CAT;BLACK;6;;;;;;;
*PENELLIE;CAT;CALICO;7;;;;;;;
*YETI;CAT;TORTIE;6;;;;;;;
KIKI;CAT;CALICO;13;;;;;;;
*HEIDIDUDE;CAT;ORANGE;8;;;;;;;
*ELVIRA;CAT;BLACK;9;;;;;;;
A634392;CAT;BRN TABBY;7;;;;;;;
BLACKY;CAT;BLACK;3;;;;;;;
DROOPY;DOG;WHITE;11;;;;;;;
ROO;BIRD;RED;7;;;;;;;
*PICKLES;CAT;BLACK;2;;;;;;;
*BATMAN;CAT;BLACK;2;;;;;;;
*BETTY;CAT;BRN TABBY;4;;;;;;;
INDY;CAT;BRN TABBY;4;;;;;;;
LOGAN;DOG;TAN;7;;;;;;;
*DESNA;CAT;BRN TABBY;7;;;;;;;
*OHANA;CAT;BLACK;1;;;;;;;
BLK KITTEN 1;CAT;BLACK;0;;;;;;;
*JEN;CAT;ORG TABBY;8;;;;;;;
UNKNOWN;CAT;WHITE;1;;;;;;;
*LILA'S KITTEN 3;CAT;BLACK;0;;;;;;;
*LILA;CAT;BLACK;2;;;;;;;
*ABBY;CAT;TORTIE;5;;;;;;;
*ROVER;CAT;BLACK;5;;;;;;;
*PRINCESS;CAT;GRAY;12;;;;;;;
LUNA;DOG;WHITE;8;;;;;;;
*BANANA SPLIT;CAT;TORTIE;3;;;;;;;
*BUTTERSCOTCH;GUINEA PIG;BROWN;1;;;;;;;
SNICCERS;CAT;BRN TABBY;9;;;;;;;
MAXWELL;DOG;BLACK;4;;;;;;;
*NOSTRIL;CAT;BLACK;6;;;;;;;
;CAT;BROWN;4;;;;;;;
*SOFT-SERVE;CAT;GRAY;6;;;;;;;
*PEONY;DOG;WHITE;0;;;;;;;
MOOKIE;DOG;BROWN;6;;;;;;;
MAX;DOG;GRAY;2;;;;;;;
JUSTICE;DOG;TAN;3;;;;;;;
*DODGER;DOG;TAN;7;;;;;;;
JASMINE;DOG;BLACK;5;;;;;;;
*CLYDE;DOG;TAN;5;;;;;;;
OMEGA;DOG;BROWN;5;;;;;;;
LADY;DOG;BLACK;5;;;;;;;
*BAXTER;DOG;BR BRINDLE;9;;;;;;;
*VIRGINIA;CAT;ORG TABBY;4;;;;;;;
MONKEY;DOG;CREAM;9;;;;;;;
*STEVELY;DOG;WHITE;10;;;;;;;
*BEAR;DOG;BROWN;5;;;;;;;
*GRILL;CAT;GRAY;6;;;;;;;
*DERRICK;DOG;BLACK;10;;;;;;;
*FARLEY;CAT;BLACK;9;;;;;;;
*FELIESE;CAT;TORTIE;7;;;;;;;
NINO;DOG;BLACK;7;;;;;;;
*RUBY ROSE;CAT;BLACK;1;;;;;;;
*NATASHA;CAT;WHITE;1;;;;;;;
*LEO;CAT;BLACK;2;;;;;;;
*S'MORES;DOG;WHITE;11;;;;;;;
PAPI;DOG;TRICOLOR;7;;;;;;;
BRUTUS;DOG;WHITE;12;;;;;;;
*JENNIFER;CAT;TORTIE;4;;;;;;;
DORA;DOG;WHITE;15;;;;;;;
*FRANKY;DOG;WHITE;16;;;;;;;
*DAVID;DOG;BROWN;14;;;;;;;
*CHANCE;DOG;BR BRINDLE;8;;;;;;;
KODY (PAPAS);DOG;BLACK;6;;;;;;;
MITSY;DOG;BLACK;7;;;;;;;
GOOFY;DOG;BR BRINDLE;9;;;;;;;
WAFFLES;DOG;WHITE;6;;;;;;;
*CHARLIE;DOG;TAN;7;;;;;;;
LUNA;DOG;BROWN;6;;;;;;;
STONE;DOG;BROWN;12;;;;;;;
*CAPTAIN;DOG;YELLOW;5;;;;;;;
*HOLLY;DOG;TAN;13;;;;;;;
KIRA;DOG;GRAY;8;;;;;;;
*SOOKIE;DOG;BROWN;7;;;;;;;
*BRAD;DOG;TAN;6;;;;;;;
*MILLIE;DOG;TAN;10;;;;;;;
*CLOVER;DOG;WHITE;10;;;;;;;
*MAXWELL;CAT;ORG TABBY;13;;;;;;;
*JAM;CAT;ORG TABBY;0;;;;;;;
*DELTA;CAT;TORTIE;0;;;;;;;
BABY;DOG;BROWN;17;;;;;;;
SAM;DOG;BLACK;6;;;;;;;
*VIENNA;CAT;BLACK;8;;;;;;;
*ACE;DOG;BLACK;12;;;;;;;
MONSTER;DOG;BROWN;10;;;;;;;
*SKIPPY;DOG;WHITE;6;;;;;;;
*WINNIE;DOG;WHITE;8;;;;;;;
*PEANUT;DOG;TAN;20;;;;;;;
ALANI;CAT;ORG TABBY;7;;;;;;;
*SHILO;DOG;BLACK;12;;;;;;;
*GRISELDA;RABBIT;TAN;1;;;;;;;
*MICKEY MOUSE;CAT;BLACK;4;;;;;;;
COCO;DOG;BLACK;8;;;;;;;
RAJAH;DOG;BLACK;11;;;;;;;
*RASBERRY;DOG;TAN;0;;;;;;;
KYRO;DOG;RED;6;;;;;;;
FIGARO;CAT;BRN TABBY;18;;;;;;;
JACKSON;CAT;ORG TABBY;0;;;;;;;
JOEY;DOG;BROWN;17;;;;;;;
GINGER;DOG;BROWN;6;;;;;;;
MAX;DOG;BROWN;6;;;;;;;
DIAMOND;DOG;BLACK;9;;;;;;;
*NIALL;CAT;BLACK;6;;;;;;;
*PENELOPE;DOG;TAN;2;;;;;;;
ARMANI;DOG;BLACK;8;;;;;;;
ABBY;DOG;YELLOW;16;;;;;;;
*SGT PEPPER;CAT;BRN TABBY;1;;;;;;;
MAYA;DOG;TAN;13;;;;;;;
*PAISLEY;DOG;TAN;9;;;;;;;
PEPPER;DOG;WHITE;17;;;;;;;
*MR.KETCHUM;CAT;BLACK;9;;;;;;;
*FELICIA;DOG;GRAY;4;;;;;;;
*DAISY;DOG;WHITE;8;;;;;;;
OLIVER;DOG;WHITE;12;;;;;;;
*RHETT;CAT;BRN TABBY;4;;;;;;;
YOGI;DOG;BROWN;8;;;;;;;
*BRADLEY;DOG;TAN;7;;;;;;;
*CIRCE;CAT;BLACK;0;;;;;;;
*DUNCAN;DOG;BLUE;8;;;;;;;
TANSY;DOG;BLACK;6;;;;;;;
*OTIS;CAT;BLACK;10;;;;;;;
*RAVIOLI;CAT;ORG TABBY;6;;;;;;;
*PETEY;DOG;TRICOLOR;14;;;;;;;
*HIYA;CAT;ORG TABBY;4;;;;;;;
RICHIE;DOG;BLACK;15;;;;;;;
PALOMA;DOG;WHITE;7;;;;;;;
*APHRODITE;CAT;BLACK;7;;;;;;;
CALI;DOG;BLACK;6;;;;;;;
KOKO;DOG;BLACK;12;;;;;;;
SIRI;DOG;FAWN;9;;;;;;;
*PICCOLO;DOG;BROWN;8;;;;;;;
*HICCUP;DOG;BROWN;5;;;;;;;
FLOWER;DOG;BLACK;9;;;;;;;
*COPPER;DOG;GOLD;4;;;;;;;
*FARGO;DOG;BLACK;9;;;;;;;
*CHACE;DOG;BROWN;4;;;;;;;
*HENRY;DOG;TAN;6;;;;;;;
TUCKER;DOG;WHITE;11;;;;;;;
DEVON;DOG;GRAY;4;;;;;;;
LUCKY;DOG;TRICOLOR;11;;;;;;;
*POPCORN;DOG;WHITE;12;;;;;;;
*BERMUDA;DOG;BLACK;6;;;;;;;
*JOHN THOMAS;DOG;WHITE;7;;;;;;;
BUDDY;DOG;TAN;6;;;;;;;
*CEDAR;DOG;BLACK;5;;;;;;;
*STORM;CAT;BLACK;0;;;;;;;
*STELLA;CAT;BLACK;0;;;;;;;
*GYPSY;DOG;BLACK;9;;;;;;;
*SUZIE Q;DOG;BLACK;1;;;;;;;
*KODIAK;DOG;BROWN;7;;;;;;;
*MATILDA;DOG;BLACK;11;;;;;;;
*NESTLE;DOG;BLACK;0;;;;;;;
COCO;DOG;WHITE;4;;;;;;;
MEADOW;DOG;BLACK;19;;;;;;;
GOOSE;DOG;WHITE;9;;;;;;;
LEO;DOG;RED;11;;;;;;;
CHLOE;DOG;WHITE;14;;;;;;;
*HERCULES;CAT;ORG TABBY;9;;;;;;;
CLEO;CAT;ORG TABBY;7;;;;;;;
JACK;DOG;BROWN;5;;;;;;;
;BIRD;BLACK;7;;;;;;;
GEORGIA;CAT;GRAY;14;;;;;;;
*TRINA;CAT;BLACK;6;;;;;;;
*BELLE;CAT;BRN TABBY;5;;;;;;;
*SEAMUS;DOG;BROWN;9;;;;;;;
*RIGBY;CAT;BLACK;5;;;;;;;
*GAMBIT;DOG;BR BRINDLE;6;;;;;;;
A646147;CAT;BLACK;4;;;;;;;
FRANCESCA;GUINEA PIG;BLACK;10;;;;;;;
CHOP;DOG;BLUE;7;;;;;;;
*MYIA;CAT;BLACK;0;;;;;;;
*JASPER;CAT;GRAY;0;;;;;;;
*HICCUP;CAT;LYNX PT;6;;;;;;;
*MAMASH;DOG;WHITE;8;;;;;;;
*COOKIE;CAT;BRN TABBY;0;;;;;;;
*RED;CAT;CRM TABBY;6;;;;;;;
CINNAMON;DOG;TAN;18;;;;;;;
;WILD;GRAY;4;;;;;;;
*PATCH;DOG;BLACK;7;;;;;;;
ZOEY;DOG;BLACK;2;;;;;;;
*LADY BUG;CAT;BLACK;7;;;;;;;
*MR. WIBBLEY;CAT;BRN TABBY;9;;;;;;;
MATTIE;CAT;BLACK;11;;;;;;;
CALAMITY;CAT;BLACK;5;;;;;;;
FIREWORK;CAT;CALICO;2;;;;;;;
BOLT;CAT;BLUE;5;;;;;;;
A640482;CAT;CALICO;5;;;;;;;
*WINONA;CAT;CHOC PT;5;;;;;;;
*POSH;CAT;BLACK;6;;;;;;;
*PHOEBE;DOG;FAWN;7;;;;;;;
*RAMONA;CAT;GRAY TABBY;4;;;;;;;
CASH;DOG;GRAY;1;;;;;;;
BABY 3;DOG;BLACK;5;;;;;;;
*BISON;DOG;CHOCOLATE;16;;;;;;;
*SAMMY;CAT;ORG TABBY;4;;;;;;;
UNKNOWN;CAT;BLACK;1;;;;;;;
*CAINE;CAT;GRAY;5;;;;;;;
*NADINE;DOG;BROWN;0;;;;;;;
*COLBY;DOG;GRAY;1;;;;;;;
MATTIE;DOG;TAN;11;;;;;;;
*CHASE;CAT;BLACK;0;;;;;;;
*LADY ELAINE;CAT;BLACK;0;;;;;;;
*LIL RED;CAT;ORG TABBY;1;;;;;;;
*CRUNCH;CAT;BLACK;0;;;;;;;
*KIT KAT;CAT;GRAY TABBY;0;;;;;;;
*ALPINE;CAT;BRN TABBY;9;;;;;;;
MAX;DOG;BLONDE;20;;;;;;;
"SERAPHIN ""SERA""";DOG;BLACK;9;;;;;;;
*CHER;CAT;GRAY TABBY;4;;;;;;;
*DEE;CAT;GRAY TABBY;4;;;;;;;
MAX;DOG;TRICOLOR;8;;;;;;;
YOGI;DOG;BROWN;8;;;;;;;
BERKLEY;DOG;BLACK;18;;;;;;;
BELL;DOG;FAWN;12;;;;;;;
SPARKLES;CAT;ORANGE;7;;;;;;;
BOY;DOG;BR BRINDLE;7;;;;;;;
;BIRD;BLACK;3;;;;;;;
TIGER;CAT;BRN TABBY;8;;;;;;;
*HARLOW;CAT;GRAY;8;;;;;;;
*CADAN;CAT;GRAY;2;;;;;;;
PORTER;DOG;BLACK;22;;;;;;;
*CHICO;CAT;BRN TABBY;0;;;;;;;
LOGAN;DOG;RED MERLE;3;;;;;;;
*LUCY;CAT;BRN TABBY;3;;;;;;;
DEEOGEE;DOG;TAN;18;;;;;;;
KENAI;DOG;BLACK;6;;;;;;;
STRAY 1;CAT;BLACK;0;;;;;;;
COCOA;DOG;BLACK;13;;;;;;;
BATTY;CAT;BRN TABBY;22;;;;;;;
*RAVEN;CAT;BLACK;3;;;;;;;
*OBERYN;CAT;BRN TABBY;0;;;;;;;
*SCHNITZELBANK;CAT;BLACK;9;;;;;;;
BELLO;DOG;TAN;10;;;;;;;
*RANDY;CAT;GRAY;5;;;;;;;
*PAULA;CAT;SEAL PT;5;;;;;;;
*SIMON;CAT;GRAY;5;;;;;;;
PEARL;DOG;BROWN;8;;;;;;;
MOGLEY;CAT;GRAY;10;;;;;;;
*KIMBO;CAT;BRN TABBY;5;;;;;;;
*MISSY;CAT;GRAY;3;;;;;;;
CLANCY;CAT;WHITE;22;;;;;;;
INDIANA;DOG;TAN;10;;;;;;;
TWIGGY;DOG;TAN;17;;;;;;;
*FREDDIE;DOG;TAN;7;;;;;;;
*WILLIAM;CAT;ORG TABBY;7;;;;;;;
MAXIE;DOG;BLACK;3;;;;;;;
*NIKKI;DOG;BLACK;13;;;;;;;
NINA;DOG;BLACK;1;;;;;;;
*SWEET PEA;CAT;GRAY;3;;;;;;;
*SKYLARK;CAT;CALICO;5;;;;;;;
*JOEY;CAT;BLACK;3;;;;;;;
FLASH;CAT;BRN TABBY;5;;;;;;;
*ALADDIN;CAT;BLACK;1;;;;;;;
*PRINCE;CAT;GRAY;0;;;;;;;
FELIX;CAT;WHITE;11;;;;;;;
LOUIE;DOG;WHITE;2;;;;;;;
*FLOUNDER;GUINEA PIG;WHITE;3;;;;;;;
*LOLA;DOG;SABLE;11;;;;;;;
*BAILEY;DOG;CREAM;5;;;;;;;
*NENE;DOG;BROWN;4;;;;;;;
*STELLA;DOG;BROWN;4;;;;;;;
*LINDEN8;CAT;BLACK;2;;;;;;;
*BRENDA;CAT;BRN TABBY;10;;;;;;;
*PEANUT;CAT;ORANGE;0;;;;;;;
*BLONDIE;CAT;BLONDE;1;;;;;;;
MILEY;DOG;BLACK;6;;;;;;;
ADALINE;CAT;GRAY;0;;;;;;;
WUBBA;DOG;GRAY;12;;;;;;;
*POSSE 3;OTHER;GRAY;1;;;;;;;
ZIGGY;DOG;TAN;12;;;;;;;
ZOEY;DOG;BROWN;18;;;;;;;
*PATCH;DOG;BLACK;7;;;;;;;
LEXI;DOG;BLACK;9;;;;;;;
*IGGY PUP;DOG;BROWN;8;;;;;;;
*POOKIE;CAT;GRAY TABBY;2;;;;;;;
*PURRCILLA;CAT;ORANGE;2;;;;;;;
*PURRELLA DE VIL;CAT;WHITE;2;;;;;;;
*SOLSTA;CAT;BLACK;6;;;;;;;
LEW LEW;CAT;BRN TABBY;10;;;;;;;
JOLENE;CAT;BLACK;2;;;;;;;
HONEY;DOG;APRICOT;9;;;;;;;
*HANDSOME;DOG;GRAY;10;;;;;;;
*PENELOPE;CAT;ORANGE;4;;;;;;;
*LOCUST;DOG;TAN;7;;;;;;;
*JENGA;CAT;BLACK;3;;;;;;;
*ROSIE;CAT;GRAY;1;;;;;;;
CHIEF;DOG;BLACK;7;;;;;;;
DARLA;CAT;BRN TABBY;7;;;;;;;
AJ;DOG;BROWN;4;;;;;;;
*SALLY;CAT;BRN TABBY;5;;;;;;;
*BETTY;CAT;GRAY TABBY;6;;;;;;;
MUNCH;DOG;WHITE;14;;;;;;;
*;CAT;BLACK;1;;;;;;;
*RIGATONI;CAT;BLACK;3;;;;;;;
*BINGO;CAT;WHITE;1;;;;;;;
*MITZI;DOG;GRAY;10;;;;;;;
GLORIE;CAT;GRAY;20;;;;;;;
CALI;DOG;BROWN;6;;;;;;;
BABY;DOG;TAN;3;;;;;;;
*JODI;CAT;CALICO;3;;;;;;;
*HERBIE;CAT;WHITE;2;;;;;;;
BUDDY;DOG;WHITE;18;;;;;;;
*JASPER;DOG;BROWN;10;;;;;;;
*ROMEO;CAT;GRAY TABBY;7;;;;;;;
MAX;DOG;GRAY;16;;;;;;;
*DORA;DOG;GRAY;8;;;;;;;
MILO;DOG;WHITE;7;;;;;;;
MANDY KURT;DOG;BROWN;19;;;;;;;
*LEON KENNEDY;CAT;GRAY;0;;;;;;;
PINKY;DOG;WHITE;18;;;;;;;
*SNAP;CAT;BLACK;0;;;;;;;
*POP;CAT;BRN TABBY;0;;;;;;;
*CRACKLE;CAT;GRAY TABBY;0;;;;;;;
*PRISCILLA;DOG;TAN;8;;;;;;;
*ROSIE;DOG;BLACK;0;;;;;;;
PIPER;RABBIT;WHITE;2;;;;;;;
*ASHER;CAT;BLACK;5;;;;;;;
DIBO;DOG;BLACK;7;;;;;;;
*LANE;RABBIT;WHITE;2;;;;;;;
DUKE;DOG;FAWN;8;;;;;;;
*YODA;DOG;WHITE;10;;;;;;;
*DANNY;DOG;WHITE;1;;;;;;;
FERAL;CAT;GRAY TABBY;3;;;;;;;
YUKI;DOG;BROWN;1;;;;;;;
YAMI;DOG;BROWN;1;;;;;;;
*SCOUT;DOG;BLACK;1;;;;;;;
REMI;DOG;GRAY;1;;;;;;;
ZEUS;DOG;BROWN;2;;;;;;;
*FREDDY;DOG;SABLE;4;;;;;;;
A629660*POPCORN;CAT;TORTIE;4;;;;;;;
*COAL;CAT;BLACK;6;;;;;;;
EEVA;DOG;TAN;10;;;;;;;
*ALEXANDER;DOG;BLACK;1;;;;;;;
A650407;CAT;BRN TABBY;7;;;;;;;
*ARNOLD;DOG;TAN;7;;;;;;;
*JEREMIAH;DOG;BR BRINDLE;4;;;;;;;
*TSPRINKLES;CAT;BLACK;2;;;;;;;
*SNOW WHITE;RABBIT;WHITE;2;;;;;;;
*RAMONA;DOG;WHITE;2;;;;;;;
*JOKER;DOG;BROWN;4;;;;;;;
ADARA;DOG;WHITE;2;;;;;;;
*JAZZY;CAT;GRAY;6;;;;;;;
*MCSAUSAGE;CAT;CALICO;0;;;;;;;
*RODRIGO;CAT;BRN TABBY;5;;;;;;;
BELLA;DOG;BROWN;5;;;;;;;
*KAJI;CAT;BLACK;7;;;;;;;
A640146;CAT;GRAY TABBY;7;;;;;;;
*PETUNIA;DOG;WHITE;9;;;;;;;
*ESTELLA;DOG;GRAY;2;;;;;;;
*OCEAN;CAT;BLACK;6;;;;;;;
*PRINCESS PLUM;CAT;BLACK;0;;;;;;;
*QUINCY;DOG;BR BRINDLE;8;;;;;;;
BASTION;CAT;BRN TABBY;8;;;;;;;
CHEYANNE;DOG;WHITE;7;;;;;;;
GIGI;DOG;WHITE;3;;;;;;;
*CHARLOTTE;DOG;BR BRINDLE;4;;;;;;;
KRAZY;DOG;BROWN;7;;;;;;;
*BANANNA BLUE;CAT;BLACK;11;;;;;;;
BABY;REPTILE;BROWN;15;;;;;;;
NICO;CAT;GRAY TABBY;0;;;;;;;
ODIE;CAT;GRAY TABBY;0;;;;;;;
ONE;CAT;GRAY TABBY;0;;;;;;;
*TOUCHDOWN;CAT;BLACK;5;;;;;;;
ROMEO;CAT;GRAY;1;;;;;;;
*TEDDY;CAT;GRAY;4;;;;;;;
*HOWARD;CAT;BLACK;6;;;;;;;
*KENDRICK;CAT;GRAY;4;;;;;;;
BELLA;CAT;GRAY;7;;;;;;;
*DON;CAT;GRAY;8;;;;;;;
*HERSHEY;CAT;BLACK;2;;;;;;;
*DIANA;CAT;GRAY;3;;;;;;;
*RAINEE;CAT;GRAY;1;;;;;;;
*OWEN;DOG;TAN;5;;;;;;;
*BISMARCK;DOG;BROWN;1;;;;;;;
UNKNOWN;REPTILE;RED;7;;;;;;;
NIKO;RABBIT;WHITE;6;;;;;;;
MAYA;DOG;BROWN;10;;;;;;;
*OLIVER;DOG;BROWN;9;;;;;;;
A632328*BARBIE;CAT;CALICO;4;;;;;;;
A632329*TERESA;CAT;TORTIE DIL;4;;;;;;;
;CAT;BLACK;6;;;;;;;
ELLA;CAT;GRAY;5;;;;;;;
A629328*CREAMER;CAT;FLAME PT;5;;;;;;;
SARAH;CAT;GRAY;13;;;;;;;
*CHAPLEN;CAT;BLACK;1;;;;;;;
*CALALEA;CAT;CALICO TAB;5;;;;;;;
*CHICKLET;CAT;BLACK;6;;;;;;;
*JOLIEN;CAT;BLACK;3;;;;;;;
*YENNEFER;CAT;WHITE;3;;;;;;;
*VIOLET;DOG;BLACK;0;;;;;;;
*VALKYRIE;DOG;BLACK;1;;;;;;;
COOKIE;DOG;BROWN;4;;;;;;;
MR FEZZIWIG;DOG;WHITE;9;;;;;;;
*CARLOTTA;CAT;BRN TABBY;0;;;;;;;
*RANGER;DOG;BROWN;3;;;;;;;
UNKNOWN;DOG;BROWN;6;;;;;;;
LUCY;DOG;TRICOLOR;9;;;;;;;
*BATMAN;CAT;BLACK;0;;;;;;;
*BUDDY BEAR;DOG;TAN;5;;;;;;;
TOBY;DOG;BROWN;11;;;;;;;
*TIMMONE;CAT;GRAY TABBY;5;;;;;;;
JOHNNY;DOG;GRAY;7;;;;;;;
*HANNAH;CAT;BLACK;2;;;;;;;
*BRODERICK;DOG;BROWN;3;;;;;;;
MOLLY;DOG;BROWN;3;;;;;;;
FLUFFY;DOG;BROWN;10;;;;;;;
*CINDERPAWLA;CAT;GRAY;9;;;;;;;
*ALANI;CAT;ORG TABBY;7;;;;;;;
